Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Curvibacter,No,Yes,No,Wilcoxina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,43429,Proteobacteria,Ascomycota,99,905,1025,1050
Cutibacterium,No,Yes,No,Amorphotheca,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5100,Actinobacteria,Ascomycota,243,906,109,1050
Cutibacterium,No,Yes,No,Antrodia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,40415,Actinobacteria,Basidiomycota,243,896,109,1052
Cutibacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,27308,Actinobacteria,Ascomycota,243,870,109,1050
Cutibacterium,No,Yes,No,Aulographum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,1176129,Actinobacteria,Ascomycota,243,897,109,1050
Cutibacterium,No,Yes,No,Backusella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,64649,Actinobacteria,Mucoromycota,243,898,109,1051
Cutibacterium,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,33194,Actinobacteria,Ascomycota,243,825,109,1050
Cutibacterium,No,Yes,No,Boletus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5369,Actinobacteria,Basidiomycota,243,907,109,1052
Cutibacterium,No,Yes,No,Calocera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,29888,Actinobacteria,Basidiomycota,243,899,109,1052
Cutibacterium,No,Yes,No,Clavulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,68756,Actinobacteria,Basidiomycota,243,908,109,1052
Cutibacterium,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,27353,Actinobacteria,Basidiomycota,243,826,109,1052
Cutibacterium,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5206,Actinobacteria,Basidiomycota,243,842,109,1052
Cutibacterium,No,Yes,No,Cyberlindnera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,604195,Actinobacteria,Ascomycota,243,880,109,1050
Cutibacterium,No,Yes,No,Cylindrobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,139105,Actinobacteria,Basidiomycota,243,900,109,1052
Cutibacterium,No,Yes,No,Dendrothele,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,139111,Actinobacteria,Basidiomycota,243,901,109,1052
Cutibacterium,No,Yes,No,Fibularhizoctonia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,56747,Actinobacteria,Basidiomycota,243,909,109,1052
Cutibacterium,No,Yes,No,Fomitopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,34474,Actinobacteria,Basidiomycota,243,910,109,1052
Cutibacterium,No,Yes,No,Gymnascella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,78593,Actinobacteria,Ascomycota,243,911,109,1050
Cutibacterium,No,Yes,No,Heliocybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,144548,Actinobacteria,Basidiomycota,243,912,109,1052
Cutibacterium,No,Yes,No,Hyaloscypha,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,47747,Actinobacteria,Ascomycota,243,913,109,1050
Cutibacterium,No,Yes,No,Hydnomerulius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,388829,Actinobacteria,Basidiomycota,243,914,109,1052
Cutibacterium,No,Yes,No,Hypholoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,71944,Actinobacteria,Basidiomycota,243,915,109,1052
Cutibacterium,No,Yes,No,Lentinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5354,Actinobacteria,Basidiomycota,243,873,109,1052
Cutibacterium,No,Yes,No,Lepidopterella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,561967,Actinobacteria,Ascomycota,243,902,109,1050
Cutibacterium,No,Yes,No,Lichtheimia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,688353,Actinobacteria,Mucoromycota,243,903,109,1051
Cutibacterium,No,Yes,No,Lindra,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,45815,Actinobacteria,Ascomycota,243,895,109,1050
Cutibacterium,No,Yes,No,Lineolata,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,578092,Actinobacteria,Ascomycota,243,874,109,1050
Cutibacterium,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,63752,Actinobacteria,Ascomycota,243,838,109,1050
Cutibacterium,No,Yes,No,Lophium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,390887,Actinobacteria,Ascomycota,243,916,109,1050
Cutibacterium,No,Yes,No,Melanomma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,45308,Actinobacteria,Ascomycota,243,860,109,1050
Cutibacterium,No,Yes,No,Melanotaenium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,63260,Actinobacteria,Basidiomycota,243,875,109,1052
Cutibacterium,No,Yes,No,Microascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5594,Actinobacteria,Ascomycota,243,917,109,1050
Cutibacterium,No,Yes,No,Microthyrium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,1037661,Actinobacteria,Ascomycota,243,918,109,1050
Cutibacterium,No,Yes,No,Mixia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,34348,Actinobacteria,Basidiomycota,243,919,109,1052
Cutibacterium,No,Yes,No,Monascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5097,Actinobacteria,Ascomycota,243,920,109,1050
Cutibacterium,No,Yes,No,Myriangium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,147569,Actinobacteria,Ascomycota,243,921,109,1050
Cutibacterium,No,Yes,No,Neofusicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,407951,Actinobacteria,Ascomycota,243,922,109,1050
Cutibacterium,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5140,Actinobacteria,Ascomycota,243,840,109,1050
Cutibacterium,No,Yes,No,Ogataea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,461281,Actinobacteria,Ascomycota,243,882,109,1050
Cutibacterium,No,Yes,No,Onnia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,167359,Actinobacteria,Basidiomycota,243,904,109,1052
Cutibacterium,No,Yes,No,Pisolithus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,37467,Actinobacteria,Basidiomycota,243,833,109,1052
Cutibacterium,No,Yes,No,Plectosphaerella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,40657,Actinobacteria,Ascomycota,243,740,109,1050
Cutibacterium,No,Yes,No,Pleomassaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,100043,Actinobacteria,Ascomycota,243,923,109,1050
Cutibacterium,No,Yes,No,Polychaeton,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,705561,Actinobacteria,Ascomycota,243,841,109,1050
Cutibacterium,No,Yes,No,Porodaedalea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,175857,Actinobacteria,Basidiomycota,243,834,109,1052
Cutibacterium,No,Yes,No,Puccinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5296,Actinobacteria,Basidiomycota,243,835,109,1052
Cutibacterium,No,Yes,No,Rhizodiscina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,1504669,Actinobacteria,Ascomycota,243,845,109,1050
Cutibacterium,No,Yes,No,Schizophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5333,Actinobacteria,Basidiomycota,243,822,109,1052
Cutibacterium,No,Yes,No,Scytinostroma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,68782,Actinobacteria,Basidiomycota,243,823,109,1052
Cutibacterium,No,Yes,No,Sebacina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,80757,Actinobacteria,Basidiomycota,243,924,109,1052
Cutibacterium,No,Yes,No,Sphaerobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,68785,Actinobacteria,Basidiomycota,243,925,109,1052
Cutibacterium,No,Yes,No,Stagonospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,54788,Actinobacteria,Ascomycota,243,926,109,1050
Cutibacterium,No,Yes,No,Thelephora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,56489,Actinobacteria,Basidiomycota,243,836,109,1052
Cutibacterium,No,Yes,No,Torpedospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,311111,Actinobacteria,Ascomycota,243,927,109,1050
Cutibacterium,No,Yes,No,Tricholoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,40144,Actinobacteria,Basidiomycota,243,686,109,1052
Cutibacterium,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,5240,Actinobacteria,Basidiomycota,243,820,109,1052
Cutibacterium,No,Yes,No,Wilcoxina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,43429,Actinobacteria,Ascomycota,243,905,109,1050
Cutibacterium,No,Yes,No,Xenasmatella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,301415,Actinobacteria,Basidiomycota,243,928,109,1052
Cutibacterium,No,Yes,No,Xylaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,37991,Actinobacteria,Ascomycota,243,685,109,1050
Cutibacterium,No,Yes,No,Zasmidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1912216,395590,Actinobacteria,Ascomycota,243,824,109,1050
Cylindrospermum,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,56106,33194,Cyanobacteria,Ascomycota,614,825,1030,1050
Dehalococcoides,No,Yes,No,Amorphotheca,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,61434,5100,Chloroflexi,Ascomycota,615,906,1033,1050
Dehalococcoides,No,Yes,No,Rhodotorula,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,61434,5533,Chloroflexi,Basidiomycota,615,929,1033,1052
Delftia,No,Yes,No,Bimuria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,80865,147496,Proteobacteria,Ascomycota,14,930,1025,1050
Delftia,No,Yes,No,Daldinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,80865,42360,Proteobacteria,Ascomycota,14,931,1025,1050
Delftia,No,Yes,No,Piloderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,80865,80662,Proteobacteria,Basidiomycota,14,932,1025,1052
Delftia,No,Yes,No,Sphaerobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,80865,68785,Proteobacteria,Basidiomycota,14,925,1025,1052
Delftia,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,80865,5240,Proteobacteria,Basidiomycota,14,820,1025,1052
Dermacoccus,No,Yes,No,Amniculicola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,690893,Actinobacteria,Ascomycota,87,933,109,1050
Dermacoccus,No,Yes,No,Dothidotthia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,548651,Actinobacteria,Ascomycota,87,934,109,1050
Dermacoccus,No,Yes,No,Eremomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,258075,Actinobacteria,Ascomycota,87,935,109,1050
Dermacoccus,No,Yes,No,Massarina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,45292,Actinobacteria,Ascomycota,87,936,109,1050
Dermacoccus,No,Yes,No,Microascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,5594,Actinobacteria,Ascomycota,87,917,109,1050
Dermacoccus,No,Yes,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,5193,Actinobacteria,Ascomycota,87,705,109,1050
Dermacoccus,No,Yes,No,Ophiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,57495,45294,Actinobacteria,Ascomycota,87,863,109,1050
Desulfonatronum,No,Yes,No,Trinosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,66848,1196433,Proteobacteria,Ascomycota,616,937,1025,1050
Desulfurella,No,Yes,No,Serpula,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,33001,80744,Proteobacteria,Basidiomycota,617,866,1025,1052
Dysgonomonas,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,156973,4836,Bacteroidota,Mucoromycota,618,832,1028,1051
Dysgonomonas,No,Yes,No,Puccinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,156973,5296,Bacteroidota,Basidiomycota,618,835,1028,1052
Elizabethkingia,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,308865,4836,Bacteroidota,Mucoromycota,619,832,1028,1051
Elizabethkingia,No,Yes,No,Scytinostroma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,308865,68782,Bacteroidota,Basidiomycota,619,823,1028,1052
Ensifer,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,106591,5635,Proteobacteria,Basidiomycota,270,802,1025,1052
Enterobacter,No,Yes,No,Cercospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,547,29002,Proteobacteria,Ascomycota,16,821,1025,1050
Enterobacter,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,547,4836,Proteobacteria,Mucoromycota,16,832,1025,1051
Enterococcus,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1350,4836,Firmicutes,Mucoromycota,70,832,119,1051
Enterococcus,No,Yes,No,Trichosporon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1350,5552,Firmicutes,Basidiomycota,70,846,119,1052
Erwinia,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,551,63752,Proteobacteria,Ascomycota,71,838,1025,1050
Escherichia,No,Yes,No,Allomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,28581,Proteobacteria,Blastocladiomycota,82,938,1025,1056
Escherichia,No,Yes,No,Amorphotheca,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,5100,Proteobacteria,Ascomycota,82,906,1025,1050
Escherichia,No,Yes,No,Artomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,182276,Proteobacteria,Basidiomycota,82,939,1025,1052
Escherichia,No,Yes,No,Ascodesmis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,47182,Proteobacteria,Ascomycota,82,849,1025,1050
Escherichia,No,Yes,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,5052,Proteobacteria,Ascomycota,82,737,1025,1050
Escherichia,No,Yes,No,Aulographum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,561,1176129,Proteobacteria,Ascomycota,82,897,1025,1050
