Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source
Vulcaniibacterium,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Vulcaniibacterium,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Vulcaniibacterium,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weeksella,Yes,No,No,Talaromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Acremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Sordaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Weissella,Yes,No,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Williamsia,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Williamsia,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Williamsia,Yes,No,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Williamsia,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Williamsia,Yes,No,No,Truncatella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Woeseia,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Wolbachia,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Xanthobacter,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Xylophilus,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Yaniella,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Zavarzinella,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acetomicrobium,No,Yes,No,Wallemia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Achromobacter,No,Yes,No,Basidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Achromobacter,No,Yes,No,Galerina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Achromobacter,No,Yes,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Achromobacter,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Armillaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Cercospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Schizophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Scytinostroma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acidovorax,No,Yes,No,Zasmidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Echinodontium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Elmerina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Grosmannia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Guyanagaster,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Peniophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Phaeoacremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Pisolithus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Porodaedalea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Puccinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Scytinostroma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Thelephora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Wallemia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Acinetobacter,No,Yes,No,Xanthoria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Actinomycetospora,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Actinospica,No,Yes,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Afipia,No,Yes,No,Leucogyrophana,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Afipia,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Agrobacterium,No,Yes,No,Polychaeton,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Agrobacterium,No,Yes,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Agrococcus,No,Yes,No,Thelephora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Akkermansia,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Alcaligenes,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Alkalispirochaeta,No,Yes,No,Amanita,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Cadophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Guyanagaster,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Piromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Rhizodiscina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Anaerovibrio,No,Yes,No,Trichosporon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Aquamicrobium,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Arcanobacterium,No,Yes,No,Brettanomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Anomoporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Ascodesmis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Bjerkandera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Brettanomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Bulgaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Cercospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Chionosphaera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Delitschia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Dissoconium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Exserohilum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Hanseniaspora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Hydnopolyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Khuskia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Loramyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Melanomma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Metschnikowia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Mrakia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Ophiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Pezoloma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Plectania,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Rhizopus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Serpula,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Tortispora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacillus,No,Yes,No,Xanthoria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bacteriovorax,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Barnesiella,No,Yes,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bartonella,No,Yes,No,Cladophialophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bernardetia,No,Yes,No,Baudoinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bifidobacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bifidobacterium,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Brachybacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Chionosphaera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Cladophialophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Coniophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Hortaea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Khuskia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Lentinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Lineolata,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Melanotaenium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Microdochium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Naohidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Bradyrhizobium,No,Yes,No,Violaceomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Brevibacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
